name,ztime,service,value
containers_count,2020-02-28 20:36:02,cartservice,NaN
containers_count,2020-02-28 20:35:47,cartservice,0
containers_count,2020-02-28 20:35:32,cartservice,1
containers_count,2020-02-28 20:35:17,cartservice,1
containers_count,2020-02-28 20:35:02,cartservice,1
containers_count,2020-02-28 20:34:47,cartservice,1
containers_count,2020-02-28 20:34:32,cartservice,1
containers_count,2020-02-28 20:34:17,cartservice,1
containers_count,2020-02-28 20:34:02,cartservice,1
containers_count,2020-02-28 20:33:47,cartservice,NaN
containers_count,2020-02-28 20:33:32,cartservice,1
containers_count,2020-02-28 20:33:17,cartservice,1
containers_count,2020-02-28 20:33:02,cartservice,1
containers_count,2020-02-28 20:32:47,cartservice,1
containers_count,2020-02-28 20:32:32,cartservice,1
containers_count,2020-02-28 20:32:17,cartservice,1
containers_count,2020-02-28 20:31:47,cartservice,1
containers_count,2020-02-28 20:31:32,cartservice,1
containers_count,2020-02-28 20:31:02,cartservice,1
containers_count,2020-02-28 20:30:17,cartservice,1
containers_count,2020-02-28 20:30:02,cartservice,1
containers_count,2020-02-28 20:29:47,cartservice,1
containers_count,2020-02-28 20:29:32,cartservice,1
containers_count,2020-02-28 20:29:17,cartservice,1
containers_count,2020-02-28 20:28:47,cartservice,NaN
containers_count,2020-02-28 20:28:32,cartservice,1
containers_count,2020-02-28 20:28:17,cartservice,NaN
containers_count,2020-02-28 20:28:02,cartservice,1
containers_count,2020-02-28 20:27:47,cartservice,1
containers_count,2020-02-28 20:27:32,cartservice,NaN
containers_count,2020-02-28 20:27:17,cartservice,1
containers_count,2020-02-28 20:27:02,cartservice,1
containers_count,2020-02-28 20:26:47,cartservice,1
containers_count,2020-02-28 20:26:32,cartservice,1
containers_count,2020-02-28 20:26:02,cartservice,1
containers_count,2020-02-28 20:25:32,cartservice,1
containers_count,2020-02-28 20:25:17,cartservice,1
containers_count,2020-02-28 20:25:02,cartservice,1
containers_count,2020-02-28 20:24:47,cartservice,1
containers_count,2020-02-28 20:24:32,cartservice,1
containers_count,2020-02-28 20:24:17,cartservice,1
containers_count,2020-02-28 20:24:02,cartservice,1
containers_count,2020-02-28 20:23:47,cartservice,1
containers_count,2020-02-28 20:23:32,cartservice,1
containers_count,2020-02-28 20:23:17,cartservice,1
containers_count,2020-02-28 20:23:02,cartservice,1
containers_count,2020-02-28 20:22:47,cartservice,1
containers_count,2020-02-28 20:22:32,cartservice,1
containers_count,2020-02-28 20:22:02,cartservice,NaN
containers_count,2020-02-28 20:21:47,cartservice,1
containers_count,2020-02-28 20:21:32,cartservice,1
containers_count,2020-02-28 20:21:17,cartservice,1
containers_count,2020-02-28 20:20:32,cartservice,1
containers_count,2020-02-28 20:20:17,cartservice,1
containers_count,2020-02-28 20:20:02,cartservice,1
containers_count,2020-02-28 20:19:32,cartservice,1
containers_count,2020-02-28 20:19:17,cartservice,1
containers_count,2020-02-28 20:19:02,cartservice,1
containers_count,2020-02-28 20:18:47,cartservice,1
containers_count,2020-02-28 20:18:32,cartservice,1
containers_count,2020-02-28 20:18:17,cartservice,1
containers_count,2020-02-28 20:18:02,cartservice,1
containers_count,2020-02-28 20:17:47,cartservice,NaN
containers_count,2020-02-28 20:17:32,cartservice,1
containers_count,2020-02-28 20:17:02,cartservice,1
containers_count,2020-02-28 20:16:47,cartservice,1
containers_count,2020-02-28 20:16:17,cartservice,1
containers_count,2020-02-28 20:15:47,cartservice,1
containers_count,2020-02-28 20:15:32,cartservice,1
containers_count,2020-02-28 20:15:17,cartservice,1
containers_count,2020-02-28 20:15:02,cartservice,NaN
containers_count,2020-02-28 20:14:47,cartservice,1
containers_count,2020-02-28 20:14:17,cartservice,1
containers_count,2020-02-28 20:14:02,cartservice,1
containers_count,2020-02-28 20:13:47,cartservice,1
containers_count,2020-02-28 20:13:32,cartservice,1
containers_count,2020-02-28 20:13:17,cartservice,1
containers_count,2020-02-28 20:13:02,cartservice,1
containers_count,2020-02-28 20:12:47,cartservice,1
containers_count,2020-02-28 20:12:32,cartservice,1
containers_count,2020-02-28 20:12:17,cartservice,1
containers_count,2020-02-28 20:12:02,cartservice,1
containers_count,2020-02-28 20:11:47,cartservice,1
containers_count,2020-02-28 20:11:32,cartservice,1
containers_count,2020-02-28 20:11:17,cartservice,1
containers_count,2020-02-28 20:11:02,cartservice,1
containers_count,2020-02-28 20:09:32,cartservice,1
containers_count,2020-02-28 20:09:17,cartservice,1
containers_count,2020-02-28 20:09:02,cartservice,1
containers_count,2020-02-28 20:08:47,cartservice,1
containers_count,2020-02-28 20:08:32,cartservice,1
containers_count,2020-02-28 20:08:17,cartservice,1
containers_count,2020-02-28 20:08:02,cartservice,1
containers_count,2020-02-28 20:07:47,cartservice,1
containers_count,2020-02-28 20:07:32,cartservice,1
containers_count,2020-02-28 20:07:17,cartservice,1
containers_count,2020-02-28 20:07:02,cartservice,1
containers_count,2020-02-28 20:06:47,cartservice,1
containers_count,2020-02-28 20:06:32,cartservice,1
containers_count,2020-02-28 20:06:17,cartservice,1
containers_count,2020-02-28 20:06:02,cartservice,1
containers_count,2020-02-28 20:05:32,cartservice,1
containers_count,2020-02-28 20:05:17,cartservice,1
containers_count,2020-02-28 20:04:47,cartservice,1
containers_count,2020-02-28 20:04:02,cartservice,1
containers_count,2020-02-28 20:03:47,cartservice,1
containers_count,2020-02-28 20:03:32,cartservice,1
containers_count,2020-02-28 20:03:02,cartservice,1
containers_count,2020-02-28 20:02:47,cartservice,1
containers_count,2020-02-28 20:02:32,cartservice,1
containers_count,2020-02-28 20:02:17,cartservice,1
containers_count,2020-02-28 20:02:02,cartservice,1
containers_count,2020-02-28 20:01:47,cartservice,1
containers_count,2020-02-28 20:01:32,cartservice,1
containers_count,2020-02-28 20:01:17,cartservice,1
containers_count,2020-02-28 20:01:02,cartservice,1
containers_count,2020-02-28 19:59:32,cartservice,1
containers_count,2020-02-28 19:59:17,cartservice,1
containers_count,2020-02-28 19:58:47,cartservice,1
containers_count,2020-02-28 19:58:32,cartservice,1
containers_count,2020-02-28 19:58:02,cartservice,1
containers_count,2020-02-28 19:57:47,cartservice,1
containers_count,2020-02-28 19:57:32,cartservice,1
containers_count,2020-02-28 19:57:17,cartservice,1
containers_count,2020-02-28 19:57:02,cartservice,1
containers_count,2020-02-28 19:56:47,cartservice,1
containers_count,2020-02-28 19:56:32,cartservice,1
containers_count,2020-02-28 19:56:17,cartservice,1
containers_count,2020-02-28 19:56:02,cartservice,1
containers_count,2020-02-28 19:55:47,cartservice,1
containers_count,2020-02-28 19:55:32,cartservice,1
containers_count,2020-02-28 19:55:17,cartservice,1
containers_count,2020-02-28 19:55:02,cartservice,1
containers_count,2020-02-28 19:54:47,cartservice,1
containers_count,2020-02-28 19:54:32,cartservice,1
containers_count,2020-02-28 19:54:17,cartservice,1
containers_count,2020-02-28 19:54:02,cartservice,1
containers_count,2020-02-28 19:53:47,cartservice,1
containers_count,2020-02-28 19:53:32,cartservice,1
containers_count,2020-02-28 19:53:17,cartservice,1
containers_count,2020-02-28 19:53:02,cartservice,1
containers_count,2020-02-28 19:52:32,cartservice,1
containers_count,2020-02-28 19:52:17,cartservice,1
containers_count,2020-02-28 19:52:02,cartservice,1
containers_count,2020-02-28 19:51:47,cartservice,1
containers_count,2020-02-28 19:51:32,cartservice,1
containers_count,2020-02-28 19:51:17,cartservice,1
containers_count,2020-02-28 19:50:47,cartservice,1
containers_count,2020-02-28 19:50:32,cartservice,1
containers_count,2020-02-28 19:50:17,cartservice,1
containers_count,2020-02-28 19:50:02,cartservice,1
containers_count,2020-02-28 19:49:32,cartservice,1
containers_count,2020-02-28 19:49:17,cartservice,1
containers_count,2020-02-28 19:49:02,cartservice,1
containers_count,2020-02-28 19:48:47,cartservice,1
containers_count,2020-02-28 19:48:32,cartservice,1
containers_count,2020-02-28 19:48:17,cartservice,1
containers_count,2020-02-28 19:48:02,cartservice,1
containers_count,2020-02-28 19:47:47,cartservice,1
containers_count,2020-02-28 19:47:02,cartservice,1
containers_count,2020-02-28 19:46:47,cartservice,1
containers_count,2020-02-28 19:46:32,cartservice,1
containers_count,2020-02-28 19:46:17,cartservice,1
containers_count,2020-02-28 19:46:02,cartservice,1
containers_count,2020-02-28 19:45:47,cartservice,1
containers_count,2020-02-28 19:45:32,cartservice,1
containers_count,2020-02-28 19:45:17,cartservice,1
containers_count,2020-02-28 19:45:02,cartservice,1
containers_count,2020-02-28 19:44:47,cartservice,1
containers_count,2020-02-28 19:44:32,cartservice,1
containers_count,2020-02-28 19:44:17,cartservice,1
containers_count,2020-02-28 19:44:02,cartservice,1
containers_count,2020-02-28 19:43:47,cartservice,1
containers_count,2020-02-28 19:43:17,cartservice,1
containers_count,2020-02-28 19:43:02,cartservice,1
containers_count,2020-02-28 19:42:47,cartservice,1
containers_count,2020-02-28 19:42:32,cartservice,1
containers_count,2020-02-28 19:42:17,cartservice,1
containers_count,2020-02-28 19:42:02,cartservice,1
containers_count,2020-02-28 19:41:47,cartservice,1
containers_count,2020-02-28 19:41:32,cartservice,1
containers_count,2020-02-28 19:41:17,cartservice,1
containers_count,2020-02-28 19:41:02,cartservice,1
containers_count,2020-02-28 19:40:47,cartservice,1
containers_count,2020-02-28 19:40:32,cartservice,1
containers_count,2020-02-28 19:40:02,cartservice,1
containers_count,2020-02-28 19:39:02,cartservice,1
containers_count,2020-02-28 19:38:32,cartservice,1
containers_count,2020-02-28 19:38:17,cartservice,1
containers_count,2020-02-28 19:37:32,cartservice,1
containers_count,2020-02-28 19:37:17,cartservice,1
containers_count,2020-02-28 19:37:02,cartservice,1
containers_count,2020-02-28 19:36:47,cartservice,1
containers_count,2020-02-28 19:36:17,cartservice,1
containers_count,2020-02-28 19:35:47,cartservice,1
containers_count,2020-02-28 19:35:32,cartservice,1
containers_count,2020-02-28 19:35:17,cartservice,1
containers_count,2020-02-28 19:35:02,cartservice,1
containers_count,2020-02-28 19:34:47,cartservice,1
containers_count,2020-02-28 19:34:32,cartservice,1
containers_count,2020-02-28 19:34:02,cartservice,1
containers_count,2020-02-28 19:33:32,cartservice,1
containers_count,2020-02-28 19:33:17,cartservice,1
containers_count,2020-02-28 19:32:47,cartservice,1
containers_count,2020-02-28 19:32:32,cartservice,1
containers_count,2020-02-28 19:32:17,cartservice,1
containers_count,2020-02-28 19:32:02,cartservice,1
containers_count,2020-02-28 19:31:47,cartservice,1
containers_count,2020-02-28 19:31:32,cartservice,1
containers_count,2020-02-28 19:31:17,cartservice,1
containers_count,2020-02-28 19:31:02,cartservice,1
containers_count,2020-02-28 19:30:47,cartservice,1
containers_count,2020-02-28 19:30:32,cartservice,1
containers_count,2020-02-28 19:30:02,cartservice,NaN
containers_count,2020-02-28 19:29:47,cartservice,1
containers_count,2020-02-28 19:29:32,cartservice,NaN
containers_count,2020-02-28 19:29:17,cartservice,1
containers_count,2020-02-28 19:29:02,cartservice,1
containers_count,2020-02-28 19:28:47,cartservice,1
containers_count,2020-02-28 19:27:17,cartservice,1
containers_count,2020-02-28 19:26:47,cartservice,1
containers_count,2020-02-28 19:26:32,cartservice,1
containers_count,2020-02-28 19:26:17,cartservice,NaN
containers_count,2020-02-28 19:26:02,cartservice,1
containers_count,2020-02-28 19:25:47,cartservice,1
containers_count,2020-02-28 19:25:32,cartservice,1
containers_count,2020-02-28 19:25:17,cartservice,1
containers_count,2020-02-28 19:25:02,cartservice,1
containers_count,2020-02-28 19:24:32,cartservice,1
containers_count,2020-02-28 19:24:17,cartservice,NaN
containers_count,2020-02-28 19:24:02,cartservice,1
containers_count,2020-02-28 19:23:47,cartservice,1
containers_count,2020-02-28 19:23:17,cartservice,1
containers_count,2020-02-28 19:23:02,cartservice,NaN
containers_count,2020-02-28 19:22:32,cartservice,1
containers_count,2020-02-28 19:22:17,cartservice,1
containers_count,2020-02-28 19:21:47,cartservice,1
containers_count,2020-02-28 19:21:32,cartservice,1
containers_count,2020-02-28 19:20:02,cartservice,NaN
containers_count,2020-02-28 19:19:47,cartservice,1
containers_count,2020-02-28 19:19:32,cartservice,1
containers_count,2020-02-28 19:19:17,cartservice,1
containers_count,2020-02-28 19:19:02,cartservice,NaN
containers_count,2020-02-28 19:18:47,cartservice,1
containers_count,2020-02-28 19:18:32,cartservice,1
containers_count,2020-02-28 19:18:17,cartservice,1
containers_count,2020-02-28 19:18:02,cartservice,1
containers_count,2020-02-28 19:17:47,cartservice,1
containers_count,2020-02-28 19:17:32,cartservice,1
containers_count,2020-02-28 19:17:17,cartservice,1
containers_count,2020-02-28 19:17:02,cartservice,1
containers_count,2020-02-28 19:16:47,cartservice,1
containers_count,2020-02-28 19:16:32,cartservice,1
containers_count,2020-02-28 19:16:17,cartservice,1
containers_count,2020-02-28 19:16:02,cartservice,1
containers_count,2020-02-28 19:15:47,cartservice,1
containers_count,2020-02-28 19:15:32,cartservice,NaN
containers_count,2020-02-28 19:15:17,cartservice,1
containers_count,2020-02-28 19:14:47,cartservice,1
containers_count,2020-02-28 19:14:32,cartservice,1
containers_count,2020-02-28 19:14:17,cartservice,1
containers_count,2020-02-28 19:13:47,cartservice,NaN
containers_count,2020-02-28 19:13:32,cartservice,1
containers_count,2020-02-28 19:13:17,cartservice,1
containers_count,2020-02-28 19:13:02,cartservice,1
containers_count,2020-02-28 19:12:47,cartservice,1
containers_count,2020-02-28 19:12:32,cartservice,1
containers_count,2020-02-28 19:12:17,cartservice,1
containers_count,2020-02-28 19:12:02,cartservice,1
containers_count,2020-02-28 19:11:47,cartservice,1
containers_count,2020-02-28 19:11:32,cartservice,1
containers_count,2020-02-28 19:11:17,cartservice,1
containers_count,2020-02-28 19:10:47,cartservice,1
containers_count,2020-02-28 19:10:32,cartservice,1
containers_count,2020-02-28 19:10:17,cartservice,1
containers_count,2020-02-28 19:10:02,cartservice,1
containers_count,2020-02-28 19:09:47,cartservice,1
containers_count,2020-02-28 19:09:32,cartservice,1
containers_count,2020-02-28 19:09:17,cartservice,1
containers_count,2020-02-28 19:09:02,cartservice,1
containers_count,2020-02-28 19:08:47,cartservice,1
containers_count,2020-02-28 19:08:32,cartservice,1
containers_count,2020-02-28 19:08:17,cartservice,1
containers_count,2020-02-28 19:08:02,cartservice,1
containers_count,2020-02-28 19:07:32,cartservice,1
containers_count,2020-02-28 19:07:17,cartservice,1
containers_count,2020-02-28 19:06:17,cartservice,1
containers_count,2020-02-28 19:05:47,cartservice,1
containers_count,2020-02-28 19:05:17,cartservice,1
containers_count,2020-02-28 19:05:02,cartservice,1
containers_count,2020-02-28 19:04:32,cartservice,1
containers_count,2020-02-28 19:04:17,cartservice,1
containers_count,2020-02-28 19:04:02,cartservice,1
containers_count,2020-02-28 19:03:32,cartservice,1
containers_count,2020-02-28 19:03:02,cartservice,1
containers_count,2020-02-28 19:02:47,cartservice,1
containers_count,2020-02-28 19:02:32,cartservice,1
containers_count,2020-02-28 19:02:17,cartservice,1
containers_count,2020-02-28 19:02:02,cartservice,1
containers_count,2020-02-28 19:01:47,cartservice,1
containers_count,2020-02-28 19:01:17,cartservice,1
containers_count,2020-02-28 19:00:47,cartservice,1
containers_count,2020-02-28 19:00:32,cartservice,1
containers_count,2020-02-28 19:00:02,cartservice,1
containers_count,2020-02-28 18:59:47,cartservice,1
containers_count,2020-02-28 18:59:32,cartservice,1
containers_count,2020-02-28 18:59:17,cartservice,1
containers_count,2020-02-28 18:58:32,cartservice,1
containers_count,2020-02-28 18:57:47,cartservice,1
containers_count,2020-02-28 18:57:32,cartservice,1
containers_count,2020-02-28 18:57:17,cartservice,1
containers_count,2020-02-28 18:57:02,cartservice,1
containers_count,2020-02-28 18:56:32,cartservice,1
containers_count,2020-02-28 18:56:02,cartservice,1
containers_count,2020-02-28 18:55:47,cartservice,1
containers_count,2020-02-28 18:55:17,cartservice,1
containers_count,2020-02-28 18:55:02,cartservice,1
containers_count,2020-02-28 18:53:47,cartservice,1
containers_count,2020-02-28 18:53:32,cartservice,1
containers_count,2020-02-28 18:53:17,cartservice,1
containers_count,2020-02-28 18:53:02,cartservice,1
containers_count,2020-02-28 18:52:47,cartservice,1
containers_count,2020-02-28 18:52:32,cartservice,NaN
containers_count,2020-02-28 18:52:17,cartservice,1
containers_count,2020-02-28 18:51:32,cartservice,1
containers_count,2020-02-28 18:50:32,cartservice,1
containers_count,2020-02-28 18:50:17,cartservice,1
containers_count,2020-02-28 18:50:02,cartservice,1
containers_count,2020-02-28 18:49:47,cartservice,1
containers_count,2020-02-28 18:49:32,cartservice,1
containers_count,2020-02-28 18:49:17,cartservice,1
containers_count,2020-02-28 18:49:02,cartservice,1
containers_count,2020-02-28 18:48:47,cartservice,1
containers_count,2020-02-28 18:48:02,cartservice,1
containers_count,2020-02-28 18:47:47,cartservice,1
containers_count,2020-02-28 18:47:32,cartservice,1
containers_count,2020-02-28 18:47:17,cartservice,1
containers_count,2020-02-28 18:47:02,cartservice,1
containers_count,2020-02-28 18:46:47,cartservice,1
containers_count,2020-02-28 18:46:32,cartservice,1
containers_count,2020-02-28 18:46:02,cartservice,1
containers_count,2020-02-28 18:45:32,cartservice,1
containers_count,2020-02-28 18:45:17,cartservice,NaN
containers_count,2020-02-28 18:44:47,cartservice,1
containers_count,2020-02-28 18:44:32,cartservice,1
containers_count,2020-02-28 18:44:17,cartservice,1
containers_count,2020-02-28 18:43:02,cartservice,1
containers_count,2020-02-28 18:42:47,cartservice,1
containers_count,2020-02-28 18:42:32,cartservice,1
containers_count,2020-02-28 18:42:17,cartservice,1
containers_count,2020-02-28 18:42:02,cartservice,1
containers_count,2020-02-28 18:41:47,cartservice,1
containers_count,2020-02-28 18:41:32,cartservice,1
containers_count,2020-02-28 18:41:17,cartservice,1
containers_count,2020-02-28 18:41:02,cartservice,1
containers_count,2020-02-28 18:40:47,cartservice,1
containers_count,2020-02-28 18:40:17,cartservice,1
containers_count,2020-02-28 18:40:02,cartservice,1
containers_count,2020-02-28 18:39:47,cartservice,1
containers_count,2020-02-28 18:39:32,cartservice,1
containers_count,2020-02-28 18:39:17,cartservice,1
containers_count,2020-02-28 18:39:02,cartservice,1
containers_count,2020-02-28 18:38:32,cartservice,1
containers_count,2020-02-28 18:38:17,cartservice,1
containers_count,2020-02-28 18:38:02,cartservice,1
containers_count,2020-02-28 18:37:47,cartservice,1
containers_count,2020-02-28 18:37:32,cartservice,1
containers_count,2020-02-28 18:37:17,cartservice,1
containers_count,2020-02-28 18:37:02,cartservice,1
containers_count,2020-02-28 18:36:32,cartservice,1
containers_count,2020-02-28 18:36:17,cartservice,1
containers_count,2020-02-28 18:35:47,cartservice,1
containers_count,2020-02-28 18:35:32,cartservice,1
containers_count,2020-02-28 18:34:32,cartservice,1
containers_count,2020-02-28 18:34:17,cartservice,1
containers_count,2020-02-28 18:33:47,cartservice,1
containers_count,2020-02-28 18:33:32,cartservice,1
containers_count,2020-02-28 18:33:02,cartservice,1
containers_count,2020-02-28 18:32:47,cartservice,1
containers_count,2020-02-28 18:32:32,cartservice,1
containers_count,2020-02-28 18:32:17,cartservice,1
containers_count,2020-02-28 18:32:02,cartservice,1
containers_count,2020-02-28 18:31:47,cartservice,1
containers_count,2020-02-28 18:31:17,cartservice,1
containers_count,2020-02-28 18:30:32,cartservice,NaN
containers_count,2020-02-28 18:30:17,cartservice,1
containers_count,2020-02-28 18:30:02,cartservice,1
containers_count,2020-02-28 18:29:47,cartservice,1
containers_count,2020-02-28 18:29:17,cartservice,1
containers_count,2020-02-28 18:28:47,cartservice,1
containers_count,2020-02-28 18:28:32,cartservice,1
containers_count,2020-02-28 18:28:17,cartservice,1
containers_count,2020-02-28 18:28:02,cartservice,NaN
containers_count,2020-02-28 18:27:47,cartservice,1
containers_count,2020-02-28 18:27:32,cartservice,1
containers_count,2020-02-28 18:27:17,cartservice,1
containers_count,2020-02-28 18:27:02,cartservice,1
containers_count,2020-02-28 18:26:47,cartservice,1
containers_count,2020-02-28 18:26:17,cartservice,1
containers_count,2020-02-28 18:25:47,cartservice,1
